category_id,category_level1,category_level2,category_level3,category_idx
1000012371,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,BOUCHON EVIER,170
1000012373,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,CACHE PLAQUE DE CUISINE,171
1000012377,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,DEVIDOIR DE PAPIER ESSUIE-TOUT - SUPPORT ESSUIE-TOUT,172
1000012379,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,DISQUE DE RELAIS INDUCTION - PLAQUE RELAIS INDUCTION,173
1000012436,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,DISTRIBUTEUR DE LIQUIDE VAISSELLE,174
1000012381,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,EGOUTTOIR A COUVERTS,175
1000012383,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,ETAGERE DE PLACARD - CORBEILLE DE PLACARD - PANIER DE PLACARD,176
1000012639,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,GOUPILLON - ACCESSOIRE NETTOYAGE CARAFE - ACCESSOIRE NETTOYAGE BOUTEILLE,177
1000012665,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,GRILLE D'EVIER,178
1000020713,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,PLAQUE ANTI-PROJECTION - ECRAN ANTI-PROJECTION,179
1000012867,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,POMPE A BOISSON MANUELLE,180
1000015286,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,POMPE A SAUCE,181
1000012385,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,PORTE EPONGE - PORTE SAVON,182
1000020745,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,POT PORTE-COUVERTS - RANGE USTENSILES,183
1000012387,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,RANGE ASSIETTE - SEPARATEUR ASSIETTE,184
1000012389,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,RANGE BOUTEILLE (NON MEUBLE) - TAPIS RANGE BOUTEILLE,185
1000012393,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,RANGE VERRE - PORTE-VERRE - RACK A VERRE,186
1000012395,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,SAC A SAC - RANGEMENT SACS PLASTIQUES,187
1000012397,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,SEPARATEUR - PROTEGE POELE - SEPARATEUR CASSEROLE - PROTEGE CASSEROLE,188
1000012399,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,SET ACCESSOIRE CUISINE,189
1000012401,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,SUPPOR MAGNETIQUE - RANGEMENT MAGNETIQUE,190
1000012403,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,SUPPORT LIVRE DE CUISINE - LUTRIN DE CUISINE,191
1000012405,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,TAPIS D'EVIER,192
1000013167,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,TAPIS DE TIROIR,193
1000012476,ART DE LA TABLE - ARTICLES CULINAIRES,ACCESSOIRE DE CUISINE,VENTOUSE - CROCHET - ACCROCHE MURALE,194
1000020747,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,BAC ALIMENTAIRE - CAISSE ALIMENTAIRE,195
1000003349,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,BOCAUX DE CONSERVATION,196
1000020719,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,BOITE A PAIN - SAC A PAIN,197
1000002194,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,BOITES DE CONSERVATION - BOITES HERMETIQUES,198
1000002208,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,BOUTEILLE ISOTHERME - BOUTEILLE ISOLANTE,199
1000002198,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,COUVERCLE UNIVERSEL - COUVERCLE ETIRABLE,200
1000002200,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,ETIQUETTE ALIMENTAIRE,201
1000002202,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,FILM ALIMENTAIRE - FILM ALUMINIUM,202
1000007424,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,GLACIERE - SAC ISOTHERME - ACCUMULATEUR DE FROID,203
1000020751,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,PINCE FERME SACHET - CLIP FERME SACHET,204
1000002204,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,SAC DE CONSERVATION - SAC A LEGUMES,205
1000002206,ART DE LA TABLE - ARTICLES CULINAIRES,CONSERVATION DES ALIMENTS,SYSTEME DE MISE SOUS VIDE,206
1000015712,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,ACCESSOIRES POUR AUTOCUISEURS,207
1000003351,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,AUTOCUISEUR - COCOTTE MINUTE,208
1000002213,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,BASSINE A CONFITURE - BASSINE A RAGOUT,209
1000002215,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,BATTERIE DE CUISINE,210
1000002217,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,BROCHE - BROCHETTE,211
1000015716,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,CASSEROLE,212
1000002219,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,CASSOLETTE - POELON - CAQUELON - DIABLE - TERRINE,213
1000002223,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,COCOTTE,214
1000015722,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,COUSCOUSSIER,215
1000002225,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,COUVERCLE VENDU SEUL,216
1000015714,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,CUISEUR A RIZ - CUISEUR A PATES,217
1000002227,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,CUIT OEUF - POCHE OEUF,218
1000015726,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,CUIT VAPEUR,219
1000002221,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,FAITOUT - MARMITE,220
1000002229,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,FEUILLE DE CUISSON - TAPIS DE FOUR - TOILE DE CUISSON,221
1000015728,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,FRITEUSE,222
1000003353,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,GRILL - CREPIERE,223
1000002233,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,GRILLE - COUVERCLE ANTI-PROJECTION,224
1000015718,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,MANCHE DE POELE,225
1000002235,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PANIER DE CUISSON - FILET DE CUISSON,226
1000013099,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PIECES DETACHEES CUISSON,227
1000002231,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PLAQUE A FOUR - GRILLE POUR FOUR,228
1000012884,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PLAT A PAELLA,229
1000002237,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,PLAT POUR FOUR,230
1000002239,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,POELE - SAUTEUSE,231
1000002241,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,SAC DE CUISSON - SAC VAPEUR,232
1000002243,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,TAJINE,233
1000015720,ART DE LA TABLE - ARTICLES CULINAIRES,CUISSON DES ALIMENTS,WOK,234
1000002246,ART DE LA TABLE - ARTICLES CULINAIRES,DECOUPE DES ALIMENTS,AIGUISEUR - AFFUTEUR - ACCESSOIRE AFFUTAGE,235
